id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
594,26,Female,1588,Divorced,1,High School,Employed,47.33693958,Urban,Basic,2,0,825,1,21:39.1,Average,Yes,Daily,House,662
595,33,Female,10130,Single,3,Bachelor's,Unemployed,7.184215884,Rural,Basic,,11,756,1,21:39.2,Poor,No,Weekly,Condo,478
596,52,Male,17883,Single,0,PhD,Employed,30.59291267,Suburban,Premium,0,2,431,9,21:39.2,Good,No,Weekly,Apartment,1136
597,18,Female,123853,Divorced,2,PhD,Self-Employed,38.09287857,Suburban,Premium,,5,437,6,21:39.2,,Yes,Weekly,Condo,1177
598,31,Male,11881,Divorced,4,PhD,Self-Employed,19.95675175,Rural,Comprehensive,,12,805,2,21:39.2,Average,No,Weekly,House,1259
599,54,Male,16079,Single,1,Bachelor's,Self-Employed,9.247021479,Urban,Basic,0,17,476,9,21:39.1,Good,Yes,Weekly,Apartment,2139
600,56,Female,82586,Single,0,Master's,Unemployed,8.172764281,Rural,Basic,3,3,581,1,21:39.1,,No,Daily,Apartment,3514
601,23,Male,16281,Single,2,High School,,22.36156737,Rural,Premium,3,6,820,9,21:39.2,,Yes,Monthly,Apartment,479
602,28,Male,20683,Single,3,High School,Employed,40.85467825,Urban,Premium,,8,,1,21:39.2,Good,Yes,Weekly,Condo,370
603,23,Male,50711,Single,3,PhD,Self-Employed,44.08378086,Urban,Basic,2,13,381,1,21:39.1,Poor,No,Rarely,House,2192
604,57,Male,38140,Married,4,Bachelor's,Employed,21.86936542,Suburban,Comprehensive,,0,679,5,21:39.2,Average,Yes,Daily,Apartment,874
605,54,Male,,Married,4,High School,Unemployed,37.31884084,Urban,Premium,1,2,349,3,21:39.2,Average,No,Weekly,Condo,705
606,63,Male,79560,Divorced,1,Bachelor's,Unemployed,31.04531953,Suburban,Premium,,5,,3,21:39.2,Good,No,Daily,Apartment,133
607,33,Female,6963,Single,1,Bachelor's,Unemployed,40.55773535,Suburban,Premium,,10,807,2,21:39.1,Poor,Yes,Rarely,House,1245
608,38,Female,29055,Single,1,High School,,15.87637642,Urban,Premium,3,7,625,7,21:39.1,Good,No,Weekly,House,541
609,30,Male,6832,Single,2,High School,Employed,15.14376393,Rural,Basic,3,8,415,5,21:39.1,Good,Yes,Rarely,Condo,3051
610,27,Male,18058,Divorced,0,Bachelor's,Unemployed,34.5473894,Urban,Comprehensive,2,3,506,5,21:39.2,Average,Yes,Weekly,Apartment,614
611,62,Male,2689,Divorced,3,PhD,Unemployed,29.76934334,Rural,Comprehensive,2,15,659,2,21:39.1,Poor,Yes,Rarely,Condo,849
612,28,Female,114093,Divorced,4,Bachelor's,,31.82787001,Urban,Comprehensive,,14,544,5,21:39.2,Average,No,Rarely,House,359
613,51,Female,10847,Divorced,,High School,,39.12335371,Suburban,Basic,1,18,829,3,21:39.2,Poor,No,Weekly,Condo,776
614,55,Male,43414,Single,,Master's,,27.85898532,Suburban,Comprehensive,1,11,544,7,21:39.2,Poor,No,Daily,House,769
615,18,Female,28863,Married,3,PhD,Unemployed,39.19309252,Rural,Comprehensive,,13,,1,21:39.3,Good,Yes,Weekly,Condo,1537
616,45,Female,32833,Married,3,Master's,,5.664755119,Suburban,Comprehensive,2,7,767,3,21:39.3,Poor,Yes,Rarely,House,1290
617,38,Male,18453,Divorced,4,Bachelor's,Self-Employed,24.76484152,Rural,Premium,,17,783,7,21:39.2,Good,No,Rarely,Apartment,639
618,,Male,27401,Divorced,0,Master's,Employed,29.88180041,Suburban,Premium,,16,566,6,21:39.2,Poor,No,Rarely,Apartment,884
619,53,Female,43475,Married,2,High School,Unemployed,11.00388015,Suburban,Comprehensive,0,15,511,5,21:39.1,Average,No,Rarely,Condo,1827
620,57,Male,24712,Divorced,3,Master's,Employed,32.97475653,Suburban,Basic,2,17,473,2,21:39.2,Poor,Yes,Rarely,Condo,1332
621,57,Female,1786,Single,0,Master's,,51.58781678,Urban,Premium,,13,521,6,21:39.2,Poor,No,Weekly,House,894
622,52,Female,1576,Divorced,3,Bachelor's,,37.88291164,Urban,Premium,,10,,5,21:39.3,Average,No,Weekly,House,2248
623,,Male,9852,Married,1,Master's,Unemployed,32.09535688,Rural,Comprehensive,,12,,2,21:39.1,Good,Yes,Monthly,House,1619
624,41,Male,36560,Divorced,1,High School,Employed,3.506464164,Urban,Comprehensive,0,8,785,3,21:39.1,Good,Yes,Daily,House,93
625,23,Female,84920,Divorced,3,High School,Unemployed,14.86538653,Urban,Basic,0,10,442,4,21:39.1,Average,Yes,Daily,House,1074
626,54,Female,128937,Single,,PhD,Self-Employed,13.80279216,Urban,Comprehensive,4,7,482,9,21:39.2,Average,Yes,Weekly,Apartment,1744
627,43,Female,,Single,1,PhD,Self-Employed,,Rural,Comprehensive,3,5,,8,21:39.1,Good,Yes,Rarely,Condo,1110
628,33,Male,28665,Divorced,2,PhD,Unemployed,29.03967061,Rural,Comprehensive,,11,516,5,21:39.3,Good,Yes,Weekly,Apartment,3416
629,51,Female,37486,Married,1,High School,,6.788587501,Suburban,Premium,1,9,846,4,21:39.1,Average,No,Rarely,Condo,2610
630,61,Male,35790,Married,3,High School,,3.937786283,Suburban,Premium,,2,839,3,21:39.2,,No,Monthly,House,671
631,44,Male,10788,Single,4,High School,Self-Employed,19.26362953,Rural,Premium,1,15,553,3,21:39.2,Poor,No,Daily,Condo,556
632,46,Female,44334,Married,2,Master's,,29.72366992,Suburban,Comprehensive,1,12,828,8,21:39.2,Poor,Yes,Weekly,Apartment,1263
633,26,Female,1027,Divorced,1,Bachelor's,Unemployed,26.81900739,Suburban,Premium,,4,731,1,21:39.3,Average,No,Daily,House,27
634,64,Female,55017,Single,0,High School,Self-Employed,16.29572377,Suburban,Premium,,2,456,2,21:39.2,Poor,Yes,Rarely,House,522
635,34,Male,77630,Single,4,Master's,Self-Employed,12.09397724,Suburban,Basic,2,19,325,8,21:39.2,Good,Yes,Monthly,House,2859
636,48,Female,45279,Divorced,3,PhD,,30.88758517,Suburban,Comprehensive,0,17,756,7,21:39.1,Average,No,Monthly,Condo,1709
637,35,Female,5035,Divorced,1,Master's,Unemployed,31.44262226,Rural,Basic,,13,581,1,21:39.1,Poor,No,Rarely,Condo,1639
638,60,Female,14469,Divorced,2,Bachelor's,Employed,16.72373504,Rural,Comprehensive,1,11,,5,21:39.2,Average,No,Rarely,Apartment,570
639,41,Male,44973,Single,4,Bachelor's,Unemployed,11.01352031,Suburban,Basic,1,8,685,3,21:39.1,Good,No,Daily,House,1523
640,24,Male,75947,Divorced,0,Master's,Unemployed,23.95544438,Rural,Comprehensive,,12,461,3,21:39.1,Poor,No,Monthly,Condo,62
641,45,Female,103682,Married,,Master's,Self-Employed,40.93957954,Suburban,Premium,1,13,519,9,21:39.1,Good,No,Weekly,Condo,227
642,33,Female,12963,Single,2,High School,Self-Employed,15.96560374,Rural,Basic,2,16,822,2,21:39.1,Average,Yes,Daily,Condo,587
643,20,Male,43765,Single,0,High School,,16.05231924,Suburban,Comprehensive,0,0,547,1,21:39.2,Average,Yes,Daily,House,1290
644,21,Female,43901,Married,,Bachelor's,Unemployed,27.66096835,Suburban,Basic,0,2,836,9,21:39.2,Good,Yes,Weekly,House,755
645,59,Female,20644,Married,3,PhD,Employed,45.86788538,Urban,Basic,,14,302,2,21:39.2,Average,Yes,Daily,Condo,4059
646,47,Female,44756,,1,Master's,Unemployed,27.69346598,Rural,Basic,,0,487,9,21:39.2,Poor,No,Rarely,House,110
647,64,Male,83902,Single,3,Master's,,39.76986399,Suburban,Premium,,14,,5,21:39.2,Good,Yes,Monthly,Apartment,223
648,49,Male,8054,Divorced,3,Master's,Employed,,Urban,Basic,0,10,594,7,21:39.2,Good,Yes,Monthly,Apartment,496
649,64,Male,107972,Divorced,3,PhD,Employed,32.5519673,Urban,Premium,0,9,724,8,21:39.2,Good,Yes,Rarely,House,48
650,21,Male,25011,Single,0,PhD,,5.835652877,Rural,Premium,3,16,543,4,21:39.1,Poor,No,Daily,Apartment,586
651,26,Female,2561,Married,1,High School,,13.06511318,Rural,Comprehensive,2,11,827,7,21:39.1,Good,No,Weekly,House,662
652,26,Female,2845,Divorced,0,PhD,Unemployed,27.0686519,Suburban,Comprehensive,,11,495,8,21:39.2,Average,Yes,Monthly,Apartment,1503
653,30,Female,24752,Single,2,High School,Unemployed,,Rural,Comprehensive,,11,758,7,21:39.2,,No,Rarely,Apartment,1216
654,40,Female,58195,Single,3,Master's,Unemployed,9.988687609,Rural,Premium,0,8,309,9,21:39.2,Good,Yes,Monthly,Condo,481
655,39,Male,149473,Single,2,Bachelor's,Unemployed,12.91912804,Suburban,Comprehensive,1,14,378,6,21:39.2,Poor,Yes,Monthly,Apartment,208
656,55,Female,5874,Single,0,High School,Employed,22.98878718,Rural,Premium,,10,578,7,21:39.1,Average,Yes,Weekly,Apartment,955
657,29,Female,15456,Married,1,PhD,Unemployed,48.06818999,Urban,Premium,0,8,567,1,21:39.3,Average,Yes,Rarely,House,1632
658,60,Male,18297,Divorced,4,PhD,Employed,35.57107381,Rural,Comprehensive,1,5,775,1,21:39.2,Average,Yes,Daily,Condo,581
659,36,Male,8258,Single,2,Bachelor's,,26.9199932,Suburban,Comprehensive,0,14,576,7,21:39.1,Poor,No,Daily,House,694
660,34,Female,19287,Married,3,Master's,Self-Employed,47.11582441,Suburban,Basic,2,7,492,1,21:39.2,Good,Yes,Daily,House,1149
661,58,Male,31275,Single,4,PhD,Self-Employed,12.89076804,Rural,Premium,0,19,705,1,21:39.2,Poor,No,Monthly,Condo,1186
662,64,Female,46439,Single,3,High School,Self-Employed,18.06659737,Urban,Comprehensive,1,4,497,6,21:39.2,Poor,Yes,Weekly,Condo,327
663,62,Female,20734,Single,4,PhD,Employed,22.27581423,Suburban,Premium,1,9,687,4,21:39.1,Poor,No,Monthly,Condo,1409
664,23,Male,31146,Married,3,PhD,Unemployed,29.66069992,Suburban,Comprehensive,0,15,722,5,21:39.1,Poor,Yes,Monthly,Apartment,718
665,24,Female,92776,Divorced,,PhD,,13.57993217,Suburban,Premium,,1,452,2,21:39.3,Good,Yes,Monthly,Apartment,80
666,26,Female,2369,Divorced,2,Bachelor's,,5.25014758,Suburban,Basic,2,17,797,6,21:39.2,Poor,Yes,Monthly,House,739
667,58,Female,15886,Divorced,,Bachelor's,Unemployed,20.84741448,Suburban,Basic,2,18,,4,21:39.1,Average,Yes,Weekly,House,1867
668,20,Male,55964,Single,,Master's,Employed,51.23332834,Rural,Premium,3,19,,8,21:39.2,Average,Yes,Rarely,Condo,3097
669,29,Female,12096,Single,2,Master's,Self-Employed,33.68774549,Suburban,Premium,2,16,568,5,21:39.2,Poor,No,Weekly,Apartment,30
670,63,Male,61400,Divorced,2,High School,Self-Employed,14.72466649,Suburban,Comprehensive,1,11,,8,21:39.3,Good,No,Daily,House,105
671,49,Male,718,Married,0,High School,Employed,10.907457,Rural,Premium,2,15,596,2,21:39.2,Average,Yes,Monthly,House,1724
672,34,Male,91358,Divorced,3,High School,Self-Employed,,Urban,Premium,0,7,816,7,21:39.2,Good,Yes,Monthly,House,2657
673,26,Female,11151,Single,,PhD,Self-Employed,,Suburban,Basic,0,10,531,4,21:39.2,Poor,No,Daily,Condo,1447
674,31,Male,24280,Married,,Master's,Employed,39.15808784,Urban,Premium,0,9,470,2,21:39.3,Average,No,Daily,House,474
675,32,Female,27365,Divorced,4,Master's,Employed,29.05380158,Suburban,Premium,1,8,,8,21:39.3,Average,Yes,Monthly,House,597
676,25,Female,92648,Single,4,PhD,,32.18486237,Suburban,Basic,,5,449,7,21:39.1,Good,Yes,Weekly,Apartment,20
677,29,Female,3561,Single,4,PhD,Self-Employed,50.93425883,Suburban,Basic,0,2,,9,21:39.1,Good,No,Rarely,House,4366
678,62,Male,,Single,,Master's,,51.72601258,Urban,Comprehensive,,7,,3,21:39.2,Poor,Yes,Rarely,Condo,1737
679,31,Female,119757,Divorced,2,Master's,Self-Employed,31.35269284,Urban,Comprehensive,2,7,694,3,21:39.3,,No,Daily,House,886
680,19,Female,14962,Single,2,Bachelor's,Unemployed,33.13986566,Rural,Comprehensive,1,13,555,6,21:39.2,Poor,No,Monthly,Condo,38
681,37,Female,1106,Single,0,Master's,Employed,23.09783524,Urban,Comprehensive,2,8,709,8,21:39.2,Poor,No,Rarely,Condo,468
682,33,Male,46623,Married,,PhD,Self-Employed,,Rural,Premium,0,17,391,4,21:39.2,Poor,No,Monthly,House,1341
683,58,Female,3344,Divorced,3,High School,Unemployed,37.84789318,Urban,Premium,0,10,571,1,21:39.1,Good,Yes,Monthly,Apartment,3577
684,20,Female,,Single,1,Bachelor's,Unemployed,48.59607881,Suburban,Basic,0,2,417,2,21:39.1,Average,Yes,Daily,Condo,321
685,37,Male,33472,Single,2,Bachelor's,,41.98136087,Urban,Basic,3,4,346,9,21:39.2,Average,No,Rarely,Apartment,569
686,36,Female,111019,Divorced,0,PhD,Unemployed,40.53214463,Urban,Comprehensive,0,16,382,7,21:39.2,Good,No,Daily,Condo,393
687,23,Male,20797,Married,1,Master's,,11.81490096,Rural,Premium,1,15,679,9,21:39.2,Poor,Yes,Rarely,Condo,30
688,32,Female,4045,Divorced,4,Bachelor's,Employed,8.945687991,Suburban,Comprehensive,0,9,639,7,21:39.2,,Yes,Weekly,Condo,474
689,44,Male,16071,Married,,Bachelor's,,16.80493065,Urban,Premium,0,8,719,6,21:39.1,Good,No,Rarely,Condo,852
690,57,Female,39681,Married,1,High School,,18.64787831,Rural,Comprehensive,,4,591,5,21:39.1,Average,No,Rarely,Condo,1653
691,50,Female,3494,Single,1,Bachelor's,Self-Employed,7.664706344,Urban,Premium,2,18,396,9,21:39.1,Average,Yes,Rarely,Condo,726
692,38,Female,36806,Divorced,2,Bachelor's,Unemployed,9.35585542,Suburban,Comprehensive,0,4,584,2,21:39.2,Poor,Yes,Weekly,House,1079
693,61,Female,20659,Married,1,High School,,33.77683799,Rural,Premium,0,15,731,6,21:39.2,Good,Yes,Rarely,House,1270
694,29,Female,20897,Single,0,Bachelor's,,11.7176598,Rural,Comprehensive,1,10,572,1,21:39.1,Good,Yes,Rarely,Condo,23
695,19,Male,25662,Married,,PhD,Self-Employed,24.97957953,Rural,Premium,1,1,834,8,21:39.2,Average,No,Daily,Condo,713
696,31,Male,4692,Single,0,Master's,Employed,40.83635196,Suburban,Basic,0,9,359,1,21:39.3,Good,Yes,Weekly,House,1133
697,58,Male,9073,Single,,PhD,Employed,22.7226054,Urban,Premium,0,14,602,8,21:39.2,Poor,Yes,Daily,Apartment,481
698,37,Female,35178,Single,1,Bachelor's,Self-Employed,25.99100952,Urban,Premium,1,15,533,3,21:39.1,Good,Yes,Weekly,Apartment,494
699,47,Male,7857,Divorced,0,High School,Unemployed,24.80243994,Rural,Basic,0,14,463,5,21:39.2,Poor,Yes,Rarely,Apartment,466
700,37,Female,,Single,3,Bachelor's,,29.93614398,Rural,Comprehensive,0,9,457,5,21:39.2,Poor,Yes,Weekly,Condo,2401
701,62,Female,4918,Single,1,Bachelor's,Self-Employed,18.88472759,Suburban,Basic,0,13,381,9,21:39.2,Poor,No,Daily,Condo,1203
702,24,Male,73300,Single,2,Bachelor's,Self-Employed,6.906304075,Rural,Comprehensive,2,14,604,9,21:39.2,Average,No,Rarely,Condo,434
703,26,Female,36274,Single,4,Bachelor's,Employed,9.89867107,Suburban,Premium,0,18,,7,21:39.1,Good,Yes,Weekly,Apartment,847
704,49,Female,61550,Single,0,High School,Unemployed,38.82430733,Rural,Premium,,18,796,4,21:39.2,Average,No,Weekly,Apartment,364
705,44,Male,1333,Married,2,Bachelor's,Employed,46.93393179,Rural,Basic,1,3,477,5,21:39.2,Good,No,Monthly,Apartment,562
706,31,Male,3029,Divorced,3,PhD,Self-Employed,10.61933477,Suburban,Premium,0,6,631,5,21:39.1,Average,No,Rarely,Apartment,25
707,64,Male,84311,Divorced,4,PhD,Unemployed,18.05813366,Suburban,Premium,,7,833,4,21:39.1,,Yes,Monthly,House,226
708,47,Male,17963,Single,2,High School,,23.58185875,Urban,Basic,1,7,757,3,21:39.3,Good,Yes,Weekly,Condo,1081
709,23,Female,1026,Single,1,Master's,,4.313900034,Suburban,Premium,2,16,796,5,21:39.3,Poor,No,Rarely,House,1743
710,64,Female,15881,Divorced,2,Master's,,41.75374538,Suburban,Comprehensive,1,15,784,1,21:39.3,Good,No,Daily,House,82
711,27,Female,53366,Single,1,High School,,27.25170729,Rural,Basic,1,7,341,2,21:39.2,Good,Yes,Monthly,Apartment,1099
712,20,Male,14054,Married,1,High School,,38.92260088,Urban,Basic,,11,,9,21:39.2,Poor,Yes,Rarely,Apartment,724
713,46,Female,27666,Divorced,4,Master's,Self-Employed,22.02783377,Urban,Basic,,18,433,8,21:39.1,,Yes,Rarely,Condo,818
714,25,Female,18073,Single,0,PhD,Self-Employed,39.91875691,Suburban,Comprehensive,1,2,762,1,21:39.2,,No,Daily,Condo,2446
715,52,Female,3941,Married,2,PhD,Employed,32.89251958,Rural,Comprehensive,1,2,431,9,21:39.1,,Yes,Weekly,Condo,573
716,58,Female,8092,Divorced,,High School,,32.55646683,Suburban,Basic,1,16,544,1,21:39.2,Average,No,Monthly,House,917
717,23,Male,17275,Married,1,Bachelor's,Unemployed,46.96678758,Urban,Comprehensive,2,5,609,7,21:39.3,Poor,No,Monthly,Condo,139
718,57,Female,42435,Married,3,Master's,Unemployed,39.97620355,Urban,Basic,,17,329,4,21:39.2,Good,No,Daily,Condo,1136
719,44,Male,23981,Single,3,Master's,Employed,27.29275845,Rural,Comprehensive,,12,596,3,21:39.3,Poor,Yes,Daily,Apartment,394
720,39,Female,39109,Married,2,Bachelor's,Unemployed,50.45734031,Suburban,Comprehensive,2,15,379,5,21:39.2,Good,Yes,Daily,House,1375
721,36,Male,,Married,1,PhD,Unemployed,16.83860665,Suburban,Comprehensive,1,4,447,2,21:39.1,Average,Yes,Monthly,Apartment,24
722,54,Female,17579,Single,3,PhD,,27.81405798,Suburban,Basic,0,15,657,7,21:39.2,Average,Yes,Weekly,Apartment,543
723,61,Female,125576,Divorced,0,PhD,Employed,20.09513444,Suburban,Basic,0,0,553,1,21:39.1,Good,No,Monthly,Apartment,196
724,30,Male,29137,Married,0,PhD,,39.09814003,Suburban,Basic,,3,847,8,21:39.2,Good,Yes,Daily,Apartment,1383
725,64,Female,3123,Married,3,PhD,Employed,34.59324396,Urban,Basic,3,11,826,6,21:39.3,Average,Yes,Monthly,Condo,929
726,41,Female,34409,Married,4,Bachelor's,Employed,,Rural,Premium,,1,573,5,21:39.2,Average,Yes,Weekly,House,886
727,33,Female,56611,Single,0,Master's,Unemployed,11.05290025,Suburban,Premium,3,15,486,6,21:39.2,,Yes,Daily,Apartment,614
728,43,Female,21441,Divorced,2,Master's,Employed,26.84627782,Urban,Premium,2,14,637,2,21:39.2,Good,No,Weekly,House,1641
729,49,Male,394,Married,3,Bachelor's,Employed,22.31394588,Rural,Basic,0,4,731,5,21:39.2,Average,No,Monthly,House,1579
730,18,Female,18051,Single,,High School,Unemployed,30.95549467,Urban,Comprehensive,,15,691,3,21:39.2,Average,Yes,Rarely,Apartment,1275
731,63,Male,45999,Married,4,Bachelor's,Employed,27.81384665,Rural,Premium,,13,781,7,21:39.2,Good,Yes,Rarely,House,1540
732,28,Female,3058,Single,0,Bachelor's,Self-Employed,31.39011778,Suburban,Premium,2,11,,7,21:39.2,Poor,No,Rarely,Condo,39
733,38,Female,6095,Divorced,3,Master's,Employed,29.9385981,Suburban,Comprehensive,0,10,772,7,21:39.1,Poor,Yes,Daily,Condo,942
734,30,Female,6095,Divorced,2,Bachelor's,Employed,7.942224411,Suburban,Comprehensive,0,14,684,2,21:39.1,Average,Yes,Daily,House,573
735,20,Male,37088,Married,,PhD,Self-Employed,9.933011798,Urban,Premium,0,14,705,9,21:39.3,Good,No,Monthly,Apartment,427
736,29,Male,6973,Married,1,Bachelor's,Self-Employed,12.87898763,Rural,Premium,1,19,651,8,21:39.1,Good,Yes,Rarely,Apartment,1326
737,52,Male,55733,Divorced,2,Bachelor's,Unemployed,20.38287021,Urban,Premium,1,1,386,2,21:39.2,Average,Yes,Monthly,Apartment,1811
738,59,Male,5872,Divorced,4,High School,Self-Employed,21.0846094,Suburban,Basic,0,2,,7,21:39.3,Average,Yes,Monthly,House,821
739,46,Male,17078,Married,2,Bachelor's,,47.25543219,Rural,Premium,,15,559,2,21:39.3,Good,No,Rarely,House,1322
740,51,Female,43848,Single,3,PhD,Unemployed,22.98117743,Rural,Comprehensive,1,6,720,7,21:39.1,Poor,No,Weekly,Apartment,3341
741,59,Male,15774,Married,0,PhD,Unemployed,43.25667718,Rural,Comprehensive,0,16,499,8,21:39.2,Good,Yes,Rarely,Condo,552
742,23,Female,16989,Married,1,PhD,Self-Employed,24.89836502,Rural,Comprehensive,,7,566,5,21:39.1,Good,Yes,Monthly,Condo,1693
743,33,Male,5843,Single,4,Master's,Self-Employed,17.14493947,Urban,Basic,0,2,832,2,21:39.1,,No,Monthly,Apartment,1225
744,41,Female,33600,Divorced,0,High School,,16.94610803,Rural,Premium,2,14,625,8,21:39.2,Good,Yes,Monthly,Condo,528
745,22,Female,126528,Divorced,2,PhD,,21.47206602,Rural,Basic,2,0,499,5,21:39.2,,No,Rarely,Condo,871
746,24,Female,18679,Single,4,PhD,Unemployed,14.72286182,Urban,Basic,,16,,4,21:39.1,Good,Yes,Monthly,Apartment,1218
747,34,Female,,Married,1,Master's,Unemployed,3.85879298,Rural,Premium,,15,733,9,21:39.3,Average,Yes,Daily,Condo,111
748,46,Female,10071,Married,1,Master's,Unemployed,40.2614785,Rural,Comprehensive,,0,635,2,21:39.1,Average,Yes,Weekly,Condo,1845
749,37,Female,5825,Married,,Master's,Self-Employed,50.86530531,Rural,Basic,,9,779,1,21:39.2,Average,No,Monthly,Apartment,2788
750,51,Male,16072,Married,1,Bachelor's,Self-Employed,43.0112351,Rural,Premium,,3,695,2,21:39.2,Good,No,Monthly,Apartment,182
751,49,Male,46267,Divorced,,High School,Self-Employed,16.35548097,Urban,Premium,1,9,697,6,21:39.1,Good,No,Rarely,Condo,635
752,27,Male,61925,Married,1,High School,,48.26509628,Urban,Basic,2,18,449,7,21:39.2,Poor,No,Weekly,House,1489
753,51,Male,857,Divorced,0,High School,,22.82636469,Rural,Comprehensive,2,2,706,8,21:39.1,Good,No,Rarely,Condo,963
754,24,Male,29063,Divorced,3,PhD,,44.73887188,Suburban,Comprehensive,1,10,745,1,21:39.3,Average,Yes,Weekly,Apartment,707
755,35,Male,44650,Divorced,1,High School,Unemployed,44.86878655,Suburban,Basic,1,3,647,9,21:39.2,Average,Yes,Weekly,Condo,1407
756,64,Male,994,Married,,High School,Self-Employed,28.89522233,Suburban,Premium,1,2,734,6,21:39.1,Poor,Yes,Monthly,House,110
757,23,Female,35754,Single,1,High School,Employed,37.71906343,Rural,Premium,1,13,721,9,21:39.2,Average,Yes,Weekly,Condo,584
758,37,Female,87766,Single,2,High School,Employed,26.15493918,Urban,Premium,2,4,,2,21:39.2,,Yes,Rarely,House,48
759,20,Male,16582,Single,2,Bachelor's,,35.85742925,Urban,Basic,,16,442,6,21:39.1,Poor,No,Monthly,Condo,1231
760,22,Female,2777,Married,0,Master's,Employed,43.03844627,Rural,Comprehensive,1,4,796,9,21:39.1,Average,Yes,Monthly,House,2196
761,37,Female,31508,Divorced,4,Master's,Unemployed,16.17592593,Rural,Comprehensive,,3,612,1,21:39.2,Good,No,Weekly,House,112
762,31,Female,34,Married,3,Bachelor's,Self-Employed,47.05835338,Rural,Basic,0,14,686,7,21:39.3,Average,No,Rarely,Apartment,817
763,41,Female,2788,Divorced,4,Master's,Unemployed,16.68943551,Suburban,Basic,0,3,552,8,21:39.1,Average,Yes,Rarely,Condo,130
764,50,Male,27350,Divorced,4,Bachelor's,Self-Employed,31.89419764,Rural,Comprehensive,0,13,537,4,21:39.1,Poor,Yes,Daily,Apartment,29
765,37,Female,2562,Married,1,PhD,Self-Employed,32.47149701,Rural,Basic,0,11,468,2,21:39.2,Average,Yes,Daily,Condo,2734
766,50,Male,9081,Divorced,1,Master's,Employed,21.43394476,Suburban,Comprehensive,,16,767,8,21:39.3,Good,Yes,Rarely,Condo,587
767,50,Female,27625,Divorced,3,PhD,,48.28125829,Rural,Premium,0,8,351,6,21:39.1,,No,Daily,House,572
768,58,Female,6972,Married,0,High School,Self-Employed,18.62372018,Suburban,Comprehensive,0,17,393,3,21:39.1,Average,No,Daily,House,618
769,26,Male,36102,Single,1,Master's,,24.05305409,Suburban,Basic,3,19,566,6,21:39.1,Average,No,Weekly,Apartment,923
770,38,Female,3483,Married,1,PhD,Unemployed,6.817708829,Urban,Comprehensive,3,15,,1,21:39.1,Average,No,Rarely,Apartment,1488
771,22,Male,6988,Divorced,2,Master's,Unemployed,29.75004655,Rural,Basic,0,2,637,7,21:39.2,Average,No,Monthly,Condo,811
772,,Female,15983,Divorced,4,PhD,Self-Employed,37.2816098,Urban,Comprehensive,2,6,,2,21:39.1,Poor,Yes,Rarely,House,1460
773,30,Female,91021,Married,2,Bachelor's,Employed,45.06885031,Rural,Premium,,5,387,7,21:39.1,Average,Yes,Weekly,Condo,1304
774,46,Male,855,Divorced,,High School,,41.62405052,Suburban,Premium,,13,365,8,21:39.1,Poor,No,Monthly,Condo,2433
775,46,Male,25585,Married,2,Bachelor's,,50.42021752,Rural,Comprehensive,1,16,797,2,21:39.1,Average,Yes,Daily,House,1033
776,28,Male,12042,Divorced,0,High School,,52.16643948,Urban,Basic,0,5,725,8,21:39.2,Average,No,Monthly,House,2047
777,55,Male,1029,Married,3,Bachelor's,Employed,,Rural,Comprehensive,1,17,683,1,21:39.2,Poor,No,Monthly,House,731
778,48,Female,6872,Divorced,4,Bachelor's,,19.62272831,Urban,Premium,1,7,818,5,21:39.2,Poor,Yes,Daily,House,1231
779,51,Female,11881,Married,2,Bachelor's,Unemployed,19.08617619,Rural,Basic,1,9,,3,21:39.1,Average,Yes,Weekly,House,784
780,30,Female,95533,Single,1,Bachelor's,Unemployed,7.826352894,Suburban,Premium,1,9,377,7,21:39.1,Poor,Yes,Weekly,Condo,767
781,42,Male,24379,Married,0,PhD,Unemployed,11.47301393,Suburban,Premium,1,11,658,1,21:39.1,Average,Yes,Weekly,Apartment,764
782,35,Male,31002,Divorced,0,Master's,Unemployed,5.270169598,Urban,Basic,0,16,718,1,21:39.1,Average,Yes,Daily,House,1828
783,18,Female,61441,Married,4,PhD,Employed,29.71794888,Rural,Basic,,6,685,1,21:39.3,Average,No,Monthly,House,254
784,64,Female,16102,Divorced,1,PhD,,50.53592865,Rural,Comprehensive,1,15,752,2,21:39.2,Average,No,Rarely,House,602
785,58,Female,7095,Single,1,Master's,Employed,23.40103837,Urban,Premium,,17,757,7,21:39.1,Average,Yes,Daily,Apartment,684
786,43,Male,27383,Single,,Master's,Unemployed,32.91859223,Urban,Comprehensive,,8,808,9,21:39.1,Poor,Yes,Weekly,House,1111
787,55,Male,80190,Divorced,,High School,,11.25139422,Suburban,Comprehensive,,19,569,8,21:39.1,Good,Yes,Weekly,Condo,357
788,22,Male,2853,Married,2,Bachelor's,Unemployed,40.04251978,Suburban,Basic,1,4,381,4,21:39.1,Poor,Yes,Weekly,Apartment,944
789,59,Male,24891,Divorced,,PhD,Unemployed,8.442163103,Urban,Basic,0,16,459,5,21:39.1,Good,Yes,Daily,House,1373
790,58,Male,40802,Single,4,High School,,21.31096523,Suburban,Premium,1,11,554,9,21:39.1,Good,No,Monthly,Condo,1706
